No.,Subject,Review
1727,WQD7007,Survey course. Excited to apply the knowledge and learn concrete skills in the upcoming courses within this specialization.
1728,WQD7007,It's very general information. The explanation movies are great.
1729,WQD7007,"The course is good, gives you all the basic knowledge you need for applying business metrics. The best part about it which I liked was that it doesn't give you a list of business metrics to mug up instead concepts of creating a metrics and their application are explained which helps us in coming up with our own metrics in real life applications"
1730,WQD7007,"Great summaries, good lectures"
1731,WQD7007,"excellent, great material to work with, never found videos as delightful to watch & as informative."
1732,WQD7007,I really like how you don't need any prior experience. I learned a lot.
1733,WQD7007,"a very interesting course on business metrics, talks about business metrics itself, jobs and companies in this field, also some examples of the application of business metrics like Amazon, Costco."
1734,WQD7007,really informative for technical engineers who want to know more about business! you can count on that!
1735,WQD7007,a detailed and vivid picture for the job of business analysts.
1736,WQD7007,Course flows smoothly and quickly. Reviewing was very easy.
1737,WQD7007,Coursework enhanced my knowledge and armed me with information to speak with confident about the job I am pursuing next in my career.
1738,WQD7007,Very interesting and explained common language. Looking forward for the next modules.
1739,WQD7007,"Great Introductory Course, which sets the right basis to deep dive into the world of analytics and problem solving."
1740,WQD7007,Excellent course to get an insight of Data related tasks and profession
1741,WQD7007,"This was a very basic foundation course on data careers and business metrics. Gives a lot of examples of companies and their varying levels of need for data employees. There is a short segment in here on Financial services which i found to be a bit misplaced, and I would have liked more detail on the business metrics side as well as on the financial services side (if it is indeed well placed and I just didn't catch the correlation)."
1742,WQD7007,Course is useful for analysts.
1743,WQD7007,I learned relevant business metrics and its classification.
1744,WQD7007,Was great! I learn a lot of valuable topics that I am using on a daily basis!
1745,WQD7007,Great course as an introduction to the business analytics specialization
1746,WQD7007,It would have been better if the final assignment was assessed by the instructor too.
1747,WQD7007,good but the tests can be better planned.
1748,WQD7007,Very Nice. Refresh the technics and concepts.
1749,WQD7007,"Very good course, only 1 BIG disadvantage: you cannot take the quizzes unless you buy the certificate..."
1750,WQD7007,A complete exposition about data analysis and emerging jobs.
1751,WQD7007,"Audited the course - This course laid out the perfect groundwork if you want to be a business analyst. Prof Egger talks about the different companies, what sort of skillets you need. Its a great course!"
1752,WQD7007,I learned very interesting things. Thank you
1753,WQD7007,"Informative course, the final case study could be beefed up a bit to make the quantitative material stick better."
1754,WQD7007,Excellent and informative
1755,WQD7008,Great Course. I enjoyed being introduced to Business Metrics while taking this class.
1756,WQD7008,Lovely. It is a good introduction to the subject explored in this set of courses and a subtle reminder of some stuff I learned on my MBA.
